Consumption (kWh), Start, End, Price(p), Cost(p)
 0.000, 2024-08-01T09:30:00+01:00, 2024-08-01T10:00:00+01:00, 15.00,  0.000
 0.003, 2024-08-01T10:00:00+01:00, 2024-08-01T10:30:00+01:00, 15.00,  0.045
 0.003, 2024-08-01T10:30:00+01:00, 2024-08-01T11:00:00+01:00, 15.00,  0.045
 0.002, 2024-08-01T11:00:00+01:00, 2024-08-01T11:30:00+01:00, 15.00,  0.030
 0.001, 2024-08-01T11:30:00+01:00, 2024-08-01T12:00:00+01:00, 15.00,  0.015
 0.001, 2024-08-01T12:00:00+01:00, 2024-08-01T12:30:00+01:00, 15.00,  0.015
 0.003, 2024-08-01T12:30:00+01:00, 2024-08-01T13:00:00+01:00, 15.00,  0.045
 0.002, 2024-08-01T13:00:00+01:00, 2024-08-01T13:30:00+01:00, 15.00,  0.030
 0.005, 2024-08-01T13:30:00+01:00, 2024-08-01T14:00:00+01:00, 15.00,  0.075
 0.014, 2024-08-01T14:00:00+01:00, 2024-08-01T14:30:00+01:00, 15.00,  0.210
 0.145, 2024-08-01T14:30:00+01:00, 2024-08-01T15:00:00+01:00, 15.00,  2.175
 0.439, 2024-08-01T15:00:00+01:00, 2024-08-01T15:30:00+01:00, 15.00,  6.585
 0.321, 2024-08-01T15:30:00+01:00, 2024-08-01T16:00:00+01:00, 15.00,  4.815
 0.006, 2024-08-01T16:00:00+01:00, 2024-08-01T16:30:00+01:00, 15.00,  0.090
 0.005, 2024-08-01T16:30:00+01:00, 2024-08-01T17:00:00+01:00, 15.00,  0.075
 0.002, 2024-08-01T17:00:00+01:00, 2024-08-01T17:30:00+01:00, 15.00,  0.030
 0.005, 2024-08-01T17:30:00+01:00, 2024-08-01T18:00:00+01:00, 15.00,  0.075
 0.003, 2024-08-01T18:00:00+01:00, 2024-08-01T18:30:00+01:00, 15.00,  0.045
 0.004, 2024-08-01T18:30:00+01:00, 2024-08-01T19:00:00+01:00, 15.00,  0.060
 0.004, 2024-08-01T19:00:00+01:00, 2024-08-01T19:30:00+01:00, 15.00,  0.060
 0.004, 2024-08-01T19:30:00+01:00, 2024-08-01T20:00:00+01:00, 15.00,  0.060
 0.004, 2024-08-01T20:00:00+01:00, 2024-08-01T20:30:00+01:00, 15.00,  0.060
 0.003, 2024-08-01T20:30:00+01:00, 2024-08-01T21:00:00+01:00, 15.00,  0.045
 0.002, 2024-08-01T21:00:00+01:00, 2024-08-01T21:30:00+01:00, 15.00,  0.030
 0.001, 2024-08-01T21:30:00+01:00, 2024-08-01T22:00:00+01:00, 15.00,  0.015
 0.002, 2024-08-01T22:00:00+01:00, 2024-08-01T22:30:00+01:00, 15.00,  0.030
 0.001, 2024-08-01T22:30:00+01:00, 2024-08-01T23:00:00+01:00, 15.00,  0.015
 0.001, 2024-08-01T23:00:00+01:00, 2024-08-01T23:30:00+01:00, 15.00,  0.015
 0.002, 2024-08-01T23:30:00+01:00, 2024-08-02T00:00:00+01:00, 15.00,  0.030
 0.003, 2024-08-02T00:00:00+01:00, 2024-08-02T00:30:00+01:00, 15.00,  0.045
 0.001, 2024-08-02T00:30:00+01:00, 2024-08-02T01:00:00+01:00, 15.00,  0.015
 0.001, 2024-08-02T01:00:00+01:00, 2024-08-02T01:30:00+01:00, 15.00,  0.015
 0.000, 2024-08-02T01:30:00+01:00, 2024-08-02T02:00:00+01:00, 15.00,  0.000
 0.000, 2024-08-02T02:00:00+01:00, 2024-08-02T02:30:00+01:00, 15.00,  0.000
 0.001, 2024-08-02T02:30:00+01:00, 2024-08-02T03:00:00+01:00, 15.00,  0.015
 0.000, 2024-08-02T03:00:00+01:00, 2024-08-02T03:30:00+01:00, 15.00,  0.000
 0.000, 2024-08-02T03:30:00+01:00, 2024-08-02T04:00:00+01:00, 15.00,  0.000
 0.000, 2024-08-02T04:00:00+01:00, 2024-08-02T04:30:00+01:00, 15.00,  0.000
 0.001, 2024-08-02T04:30:00+01:00, 2024-08-02T05:00:00+01:00, 15.00,  0.015
 0.001, 2024-08-02T05:00:00+01:00, 2024-08-02T05:30:00+01:00, 15.00,  0.015
 0.000, 2024-08-02T05:30:00+01:00, 2024-08-02T06:00:00+01:00, 15.00,  0.000
 0.000, 2024-08-02T06:00:00+01:00, 2024-08-02T06:30:00+01:00, 15.00,  0.000
 0.000, 2024-08-02T06:30:00+01:00, 2024-08-02T07:00:00+01:00, 15.00,  0.000
 0.001, 2024-08-02T07:00:00+01:00, 2024-08-02T07:30:00+01:00, 15.00,  0.015
 0.000, 2024-08-02T07:30:00+01:00, 2024-08-02T08:00:00+01:00, 15.00,  0.000
 0.000, 2024-08-02T08:00:00+01:00, 2024-08-02T08:30:00+01:00, 15.00,  0.000
 0.000, 2024-08-02T08:30:00+01:00, 2024-08-02T09:00:00+01:00, 15.00,  0.000
 0.001, 2024-08-02T09:00:00+01:00, 2024-08-02T09:30:00+01:00, 15.00,  0.015
 0.002, 2024-08-02T09:30:00+01:00, 2024-08-02T10:00:00+01:00, 15.00,  0.030
 0.004, 2024-08-02T10:00:00+01:00, 2024-08-02T10:30:00+01:00, 15.00,  0.060
 0.000, 2024-08-02T10:30:00+01:00, 2024-08-02T11:00:00+01:00, 15.00,  0.000
 0.000, 2024-08-02T11:00:00+01:00, 2024-08-02T11:30:00+01:00, 15.00,  0.000
 0.006, 2024-08-02T11:30:00+01:00, 2024-08-02T12:00:00+01:00, 15.00,  0.090
 0.006, 2024-08-02T12:00:00+01:00, 2024-08-02T12:30:00+01:00, 15.00,  0.090
 0.008, 2024-08-02T12:30:00+01:00, 2024-08-02T13:00:00+01:00, 15.00,  0.120
 0.151, 2024-08-02T13:00:00+01:00, 2024-08-02T13:30:00+01:00, 15.00,  2.265
 1.531, 2024-08-02T13:30:00+01:00, 2024-08-02T14:00:00+01:00, 15.00, 22.965
 1.968, 2024-08-02T14:00:00+01:00, 2024-08-02T14:30:00+01:00, 15.00, 29.520
 1.677, 2024-08-02T14:30:00+01:00, 2024-08-02T15:00:00+01:00, 15.00, 25.155
 1.387, 2024-08-02T15:00:00+01:00, 2024-08-02T15:30:00+01:00, 15.00, 20.805
 1.637, 2024-08-02T15:30:00+01:00, 2024-08-02T16:00:00+01:00, 15.00, 24.555
 1.269, 2024-08-02T16:00:00+01:00, 2024-08-02T16:30:00+01:00, 15.00, 19.035
 0.868, 2024-08-02T16:30:00+01:00, 2024-08-02T17:00:00+01:00, 15.00, 13.020
 0.913, 2024-08-02T17:00:00+01:00, 2024-08-02T17:30:00+01:00, 15.00, 13.695
 0.400, 2024-08-02T17:30:00+01:00, 2024-08-02T18:00:00+01:00, 15.00,  6.000
 0.082, 2024-08-02T18:00:00+01:00, 2024-08-02T18:30:00+01:00, 15.00,  1.230
 0.002, 2024-08-02T18:30:00+01:00, 2024-08-02T19:00:00+01:00, 15.00,  0.030
 0.002, 2024-08-02T19:00:00+01:00, 2024-08-02T19:30:00+01:00, 15.00,  0.030
 0.003, 2024-08-02T19:30:00+01:00, 2024-08-02T20:00:00+01:00, 15.00,  0.045
 0.001, 2024-08-02T20:00:00+01:00, 2024-08-02T20:30:00+01:00, 15.00,  0.015
 0.002, 2024-08-02T20:30:00+01:00, 2024-08-02T21:00:00+01:00, 15.00,  0.030
 0.001, 2024-08-02T21:00:00+01:00, 2024-08-02T21:30:00+01:00, 15.00,  0.015
 0.001, 2024-08-02T21:30:00+01:00, 2024-08-02T22:00:00+01:00, 15.00,  0.015
 0.001, 2024-08-02T22:00:00+01:00, 2024-08-02T22:30:00+01:00, 15.00,  0.015
 0.000, 2024-08-02T22:30:00+01:00, 2024-08-02T23:00:00+01:00, 15.00,  0.000
 0.001, 2024-08-02T23:00:00+01:00, 2024-08-02T23:30:00+01:00, 15.00,  0.015
 0.000, 2024-08-02T23:30:00+01:00, 2024-08-03T00:00:00+01:00, 15.00,  0.000
 0.000, 2024-08-03T00:00:00+01:00, 2024-08-03T00:30:00+01:00, 15.00,  0.000
 0.000, 2024-08-03T00:30:00+01:00, 2024-08-03T01:00:00+01:00, 15.00,  0.000
 0.001, 2024-08-03T01:00:00+01:00, 2024-08-03T01:30:00+01:00, 15.00,  0.015
 0.000, 2024-08-03T01:30:00+01:00, 2024-08-03T02:00:00+01:00, 15.00,  0.000
 0.000, 2024-08-03T02:00:00+01:00, 2024-08-03T02:30:00+01:00, 15.00,  0.000
 0.001, 2024-08-03T02:30:00+01:00, 2024-08-03T03:00:00+01:00, 15.00,  0.015
 0.000, 2024-08-03T03:00:00+01:00, 2024-08-03T03:30:00+01:00, 15.00,  0.000
 0.000, 2024-08-03T03:30:00+01:00, 2024-08-03T04:00:00+01:00, 15.00,  0.000
 0.000, 2024-08-03T04:00:00+01:00, 2024-08-03T04:30:00+01:00, 15.00,  0.000
 0.001, 2024-08-03T04:30:00+01:00, 2024-08-03T05:00:00+01:00, 15.00,  0.015
 0.001, 2024-08-03T05:00:00+01:00, 2024-08-03T05:30:00+01:00, 15.00,  0.015
 0.000, 2024-08-03T05:30:00+01:00, 2024-08-03T06:00:00+01:00, 15.00,  0.000
 0.000, 2024-08-03T06:00:00+01:00, 2024-08-03T06:30:00+01:00, 15.00,  0.000
 0.001, 2024-08-03T06:30:00+01:00, 2024-08-03T07:00:00+01:00, 15.00,  0.015
 0.004, 2024-08-03T07:00:00+01:00, 2024-08-03T07:30:00+01:00, 15.00,  0.060
 0.007, 2024-08-03T07:30:00+01:00, 2024-08-03T08:00:00+01:00, 15.00,  0.105
 0.002, 2024-08-03T08:00:00+01:00, 2024-08-03T08:30:00+01:00, 15.00,  0.030
 0.015, 2024-08-03T08:30:00+01:00, 2024-08-03T09:00:00+01:00, 15.00,  0.225
 0.013, 2024-08-03T09:00:00+01:00, 2024-08-03T09:30:00+01:00, 15.00,  0.195
 0.009, 2024-08-03T09:30:00+01:00, 2024-08-03T10:00:00+01:00, 15.00,  0.135
 0.008, 2024-08-03T10:00:00+01:00, 2024-08-03T10:30:00+01:00, 15.00,  0.120
 0.007, 2024-08-03T10:30:00+01:00, 2024-08-03T11:00:00+01:00, 15.00,  0.105
 0.002, 2024-08-03T11:00:00+01:00, 2024-08-03T11:30:00+01:00, 15.00,  0.030
 0.002, 2024-08-03T11:30:00+01:00, 2024-08-03T12:00:00+01:00, 15.00,  0.030
 0.002, 2024-08-03T12:00:00+01:00, 2024-08-03T12:30:00+01:00, 15.00,  0.030
 0.008, 2024-08-03T12:30:00+01:00, 2024-08-03T13:00:00+01:00, 15.00,  0.120
 0.004, 2024-08-03T13:00:00+01:00, 2024-08-03T13:30:00+01:00, 15.00,  0.060
 0.004, 2024-08-03T13:30:00+01:00, 2024-08-03T14:00:00+01:00, 15.00,  0.060
 0.004, 2024-08-03T14:00:00+01:00, 2024-08-03T14:30:00+01:00, 15.00,  0.060
 0.632, 2024-08-03T14:30:00+01:00, 2024-08-03T15:00:00+01:00, 15.00,  9.480
 1.275, 2024-08-03T15:00:00+01:00, 2024-08-03T15:30:00+01:00, 15.00, 19.125
 1.839, 2024-08-03T15:30:00+01:00, 2024-08-03T16:00:00+01:00, 15.00, 27.585
 1.508, 2024-08-03T16:00:00+01:00, 2024-08-03T16:30:00+01:00, 15.00, 22.620
 1.336, 2024-08-03T16:30:00+01:00, 2024-08-03T17:00:00+01:00, 15.00, 20.040
 0.915, 2024-08-03T17:00:00+01:00, 2024-08-03T17:30:00+01:00, 15.00, 13.725
 0.508, 2024-08-03T17:30:00+01:00, 2024-08-03T18:00:00+01:00, 15.00,  7.620
 0.427, 2024-08-03T18:00:00+01:00, 2024-08-03T18:30:00+01:00, 15.00,  6.405
 0.035, 2024-08-03T18:30:00+01:00, 2024-08-03T19:00:00+01:00, 15.00,  0.525
 0.014, 2024-08-03T19:00:00+01:00, 2024-08-03T19:30:00+01:00, 15.00,  0.210
 0.002, 2024-08-03T19:30:00+01:00, 2024-08-03T20:00:00+01:00, 15.00,  0.030
 0.002, 2024-08-03T20:00:00+01:00, 2024-08-03T20:30:00+01:00, 15.00,  0.030
 0.003, 2024-08-03T20:30:00+01:00, 2024-08-03T21:00:00+01:00, 15.00,  0.045
 0.000, 2024-08-03T21:00:00+01:00, 2024-08-03T21:30:00+01:00, 15.00,  0.000
 0.001, 2024-08-03T21:30:00+01:00, 2024-08-03T22:00:00+01:00, 15.00,  0.015
 0.002, 2024-08-03T22:00:00+01:00, 2024-08-03T22:30:00+01:00, 15.00,  0.030
 0.000, 2024-08-03T22:30:00+01:00, 2024-08-03T23:00:00+01:00, 15.00,  0.000
 0.000, 2024-08-03T23:00:00+01:00, 2024-08-03T23:30:00+01:00, 15.00,  0.000
 0.001, 2024-08-03T23:30:00+01:00, 2024-08-04T00:00:00+01:00, 15.00,  0.015
 0.005, 2024-08-04T00:00:00+01:00, 2024-08-04T00:30:00+01:00, 15.00,  0.075
 0.001, 2024-08-04T00:30:00+01:00, 2024-08-04T01:00:00+01:00, 15.00,  0.015
 0.002, 2024-08-04T01:00:00+01:00, 2024-08-04T01:30:00+01:00, 15.00,  0.030
 0.002, 2024-08-04T01:30:00+01:00, 2024-08-04T02:00:00+01:00, 15.00,  0.030
 0.000, 2024-08-04T02:00:00+01:00, 2024-08-04T02:30:00+01:00, 15.00,  0.000
 0.000, 2024-08-04T02:30:00+01:00, 2024-08-04T03:00:00+01:00, 15.00,  0.000
 0.000, 2024-08-04T03:00:00+01:00, 2024-08-04T03:30:00+01:00, 15.00,  0.000
 0.001, 2024-08-04T03:30:00+01:00, 2024-08-04T04:00:00+01:00, 15.00,  0.015
 0.000, 2024-08-04T04:00:00+01:00, 2024-08-04T04:30:00+01:00, 15.00,  0.000
 0.000, 2024-08-04T04:30:00+01:00, 2024-08-04T05:00:00+01:00, 15.00,  0.000
 0.001, 2024-08-04T05:00:00+01:00, 2024-08-04T05:30:00+01:00, 15.00,  0.015
 0.000, 2024-08-04T05:30:00+01:00, 2024-08-04T06:00:00+01:00, 15.00,  0.000
 0.002, 2024-08-04T06:00:00+01:00, 2024-08-04T06:30:00+01:00, 15.00,  0.030
 0.001, 2024-08-04T06:30:00+01:00, 2024-08-04T07:00:00+01:00, 15.00,  0.015
 0.001, 2024-08-04T07:00:00+01:00, 2024-08-04T07:30:00+01:00, 15.00,  0.015
 0.000, 2024-08-04T07:30:00+01:00, 2024-08-04T08:00:00+01:00, 15.00,  0.000
 0.003, 2024-08-04T08:00:00+01:00, 2024-08-04T08:30:00+01:00, 15.00,  0.045
 0.003, 2024-08-04T08:30:00+01:00, 2024-08-04T09:00:00+01:00, 15.00,  0.045
 0.002, 2024-08-04T09:00:00+01:00, 2024-08-04T09:30:00+01:00, 15.00,  0.030
 0.001, 2024-08-04T09:30:00+01:00, 2024-08-04T10:00:00+01:00, 15.00,  0.015
 0.000, 2024-08-04T10:00:00+01:00, 2024-08-04T10:30:00+01:00, 15.00,  0.000
 0.000, 2024-08-04T10:30:00+01:00, 2024-08-04T11:00:00+01:00, 15.00,  0.000
 0.002, 2024-08-04T11:00:00+01:00, 2024-08-04T11:30:00+01:00, 15.00,  0.030
 0.005, 2024-08-04T11:30:00+01:00, 2024-08-04T12:00:00+01:00, 15.00,  0.075
 0.003, 2024-08-04T12:00:00+01:00, 2024-08-04T12:30:00+01:00, 15.00,  0.045
 0.004, 2024-08-04T12:30:00+01:00, 2024-08-04T13:00:00+01:00, 15.00,  0.060
 0.003, 2024-08-04T13:00:00+01:00, 2024-08-04T13:30:00+01:00, 15.00,  0.045
 0.002, 2024-08-04T13:30:00+01:00, 2024-08-04T14:00:00+01:00, 15.00,  0.030
 0.605, 2024-08-04T14:00:00+01:00, 2024-08-04T14:30:00+01:00, 15.00,  9.075
 1.144, 2024-08-04T14:30:00+01:00, 2024-08-04T15:00:00+01:00, 15.00, 17.160
 1.340, 2024-08-04T15:00:00+01:00, 2024-08-04T15:30:00+01:00, 15.00, 20.100
 0.962, 2024-08-04T15:30:00+01:00, 2024-08-04T16:00:00+01:00, 15.00, 14.430
 1.046, 2024-08-04T16:00:00+01:00, 2024-08-04T16:30:00+01:00, 15.00, 15.690
 0.841, 2024-08-04T16:30:00+01:00, 2024-08-04T17:00:00+01:00, 15.00, 12.615
 0.620, 2024-08-04T17:00:00+01:00, 2024-08-04T17:30:00+01:00, 15.00,  9.300
 0.613, 2024-08-04T17:30:00+01:00, 2024-08-04T18:00:00+01:00, 15.00,  9.195
 0.405, 2024-08-04T18:00:00+01:00, 2024-08-04T18:30:00+01:00, 15.00,  6.075
 0.213, 2024-08-04T18:30:00+01:00, 2024-08-04T19:00:00+01:00, 15.00,  3.195
 0.020, 2024-08-04T19:00:00+01:00, 2024-08-04T19:30:00+01:00, 15.00,  0.300
 0.001, 2024-08-04T19:30:00+01:00, 2024-08-04T20:00:00+01:00, 15.00,  0.015
 0.003, 2024-08-04T20:00:00+01:00, 2024-08-04T20:30:00+01:00, 15.00,  0.045
 0.004, 2024-08-04T20:30:00+01:00, 2024-08-04T21:00:00+01:00, 15.00,  0.060
 0.002, 2024-08-04T21:00:00+01:00, 2024-08-04T21:30:00+01:00, 15.00,  0.030
 0.002, 2024-08-04T21:30:00+01:00, 2024-08-04T22:00:00+01:00, 15.00,  0.030
 0.002, 2024-08-04T22:00:00+01:00, 2024-08-04T22:30:00+01:00, 15.00,  0.030
 0.004, 2024-08-04T22:30:00+01:00, 2024-08-04T23:00:00+01:00, 15.00,  0.060
 0.007, 2024-08-04T23:00:00+01:00, 2024-08-04T23:30:00+01:00, 15.00,  0.105
 0.011, 2024-08-04T23:30:00+01:00, 2024-08-05T00:00:00+01:00, 15.00,  0.165
 0.004, 2024-08-05T00:00:00+01:00, 2024-08-05T00:30:00+01:00, 15.00,  0.060
 0.003, 2024-08-05T00:30:00+01:00, 2024-08-05T01:00:00+01:00, 15.00,  0.045
 0.002, 2024-08-05T01:00:00+01:00, 2024-08-05T01:30:00+01:00, 15.00,  0.030
 0.002, 2024-08-05T01:30:00+01:00, 2024-08-05T02:00:00+01:00, 15.00,  0.030
 0.001, 2024-08-05T02:00:00+01:00, 2024-08-05T02:30:00+01:00, 15.00,  0.015
 0.000, 2024-08-05T02:30:00+01:00, 2024-08-05T03:00:00+01:00, 15.00,  0.000
 0.001, 2024-08-05T03:00:00+01:00, 2024-08-05T03:30:00+01:00, 15.00,  0.015
 0.000, 2024-08-05T03:30:00+01:00, 2024-08-05T04:00:00+01:00, 15.00,  0.000
 0.000, 2024-08-05T04:00:00+01:00, 2024-08-05T04:30:00+01:00, 15.00,  0.000
 0.000, 2024-08-05T04:30:00+01:00, 2024-08-05T05:00:00+01:00, 15.00,  0.000
 0.001, 2024-08-05T05:00:00+01:00, 2024-08-05T05:30:00+01:00, 15.00,  0.015
 0.000, 2024-08-05T05:30:00+01:00, 2024-08-05T06:00:00+01:00, 15.00,  0.000
 0.000, 2024-08-05T06:00:00+01:00, 2024-08-05T06:30:00+01:00, 15.00,  0.000
 0.000, 2024-08-05T06:30:00+01:00, 2024-08-05T07:00:00+01:00, 15.00,  0.000
 0.001, 2024-08-05T07:00:00+01:00, 2024-08-05T07:30:00+01:00, 15.00,  0.015
 0.000, 2024-08-05T07:30:00+01:00, 2024-08-05T08:00:00+01:00, 15.00,  0.000
 0.000, 2024-08-05T08:00:00+01:00, 2024-08-05T08:30:00+01:00, 15.00,  0.000
 0.000, 2024-08-05T08:30:00+01:00, 2024-08-05T09:00:00+01:00, 15.00,  0.000
 0.001, 2024-08-05T09:00:00+01:00, 2024-08-05T09:30:00+01:00, 15.00,  0.015
 0.000, 2024-08-05T09:30:00+01:00, 2024-08-05T10:00:00+01:00, 15.00,  0.000
 0.007, 2024-08-05T10:00:00+01:00, 2024-08-05T10:30:00+01:00, 15.00,  0.105
 0.002, 2024-08-05T10:30:00+01:00, 2024-08-05T11:00:00+01:00, 15.00,  0.030
 0.000, 2024-08-05T11:00:00+01:00, 2024-08-05T11:30:00+01:00, 15.00,  0.000
 0.000, 2024-08-05T11:30:00+01:00, 2024-08-05T12:00:00+01:00, 15.00,  0.000
 0.005, 2024-08-05T12:00:00+01:00, 2024-08-05T12:30:00+01:00, 15.00,  0.075
 0.000, 2024-08-05T12:30:00+01:00, 2024-08-05T13:00:00+01:00, 15.00,  0.000
 0.000, 2024-08-05T13:00:00+01:00, 2024-08-05T13:30:00+01:00, 15.00,  0.000
 0.002, 2024-08-05T13:30:00+01:00, 2024-08-05T14:00:00+01:00, 15.00,  0.030
 0.001, 2024-08-05T14:00:00+01:00, 2024-08-05T14:30:00+01:00, 15.00,  0.015
 0.004, 2024-08-05T14:30:00+01:00, 2024-08-05T15:00:00+01:00, 15.00,  0.060
 0.011, 2024-08-05T15:00:00+01:00, 2024-08-05T15:30:00+01:00, 15.00,  0.165
 0.051, 2024-08-05T15:30:00+01:00, 2024-08-05T16:00:00+01:00, 15.00,  0.765
 0.572, 2024-08-05T16:00:00+01:00, 2024-08-05T16:30:00+01:00, 15.00,  8.580
 0.374, 2024-08-05T16:30:00+01:00, 2024-08-05T17:00:00+01:00, 15.00,  5.610
 0.241, 2024-08-05T17:00:00+01:00, 2024-08-05T17:30:00+01:00, 15.00,  3.615
 0.199, 2024-08-05T17:30:00+01:00, 2024-08-05T18:00:00+01:00, 15.00,  2.985
 0.144, 2024-08-05T18:00:00+01:00, 2024-08-05T18:30:00+01:00, 15.00,  2.160
 0.083, 2024-08-05T18:30:00+01:00, 2024-08-05T19:00:00+01:00, 15.00,  1.245
 0.025, 2024-08-05T19:00:00+01:00, 2024-08-05T19:30:00+01:00, 15.00,  0.375
 0.002, 2024-08-05T19:30:00+01:00, 2024-08-05T20:00:00+01:00, 15.00,  0.030
 0.001, 2024-08-05T20:00:00+01:00, 2024-08-05T20:30:00+01:00, 15.00,  0.015
 0.002, 2024-08-05T20:30:00+01:00, 2024-08-05T21:00:00+01:00, 15.00,  0.030
 0.001, 2024-08-05T21:00:00+01:00, 2024-08-05T21:30:00+01:00, 15.00,  0.015
 0.001, 2024-08-05T21:30:00+01:00, 2024-08-05T22:00:00+01:00, 15.00,  0.015
 0.043, 2024-08-05T22:00:00+01:00, 2024-08-05T22:30:00+01:00, 15.00,  0.645
 0.013, 2024-08-05T22:30:00+01:00, 2024-08-05T23:00:00+01:00, 15.00,  0.195
 0.002, 2024-08-05T23:00:00+01:00, 2024-08-05T23:30:00+01:00, 15.00,  0.030
 0.001, 2024-08-05T23:30:00+01:00, 2024-08-06T00:00:00+01:00, 15.00,  0.015
 0.002, 2024-08-06T00:00:00+01:00, 2024-08-06T00:30:00+01:00, 15.00,  0.030
 0.001, 2024-08-06T00:30:00+01:00, 2024-08-06T01:00:00+01:00, 15.00,  0.015
 0.002, 2024-08-06T01:00:00+01:00, 2024-08-06T01:30:00+01:00, 15.00,  0.030
 0.001, 2024-08-06T01:30:00+01:00, 2024-08-06T02:00:00+01:00, 15.00,  0.015
 0.000, 2024-08-06T02:00:00+01:00, 2024-08-06T02:30:00+01:00, 15.00,  0.000
 0.000, 2024-08-06T02:30:00+01:00, 2024-08-06T03:00:00+01:00, 15.00,  0.000
 0.001, 2024-08-06T03:00:00+01:00, 2024-08-06T03:30:00+01:00, 15.00,  0.015
 0.000, 2024-08-06T03:30:00+01:00, 2024-08-06T04:00:00+01:00, 15.00,  0.000
 0.000, 2024-08-06T04:00:00+01:00, 2024-08-06T04:30:00+01:00, 15.00,  0.000
 0.000, 2024-08-06T04:30:00+01:00, 2024-08-06T05:00:00+01:00, 15.00,  0.000
 0.004, 2024-08-06T05:00:00+01:00, 2024-08-06T05:30:00+01:00, 15.00,  0.060
 0.001, 2024-08-06T05:30:00+01:00, 2024-08-06T06:00:00+01:00, 15.00,  0.015
 0.000, 2024-08-06T06:00:00+01:00, 2024-08-06T06:30:00+01:00, 15.00,  0.000
 0.001, 2024-08-06T06:30:00+01:00, 2024-08-06T07:00:00+01:00, 15.00,  0.015
 0.000, 2024-08-06T07:00:00+01:00, 2024-08-06T07:30:00+01:00, 15.00,  0.000
 0.000, 2024-08-06T07:30:00+01:00, 2024-08-06T08:00:00+01:00, 15.00,  0.000
 0.001, 2024-08-06T08:00:00+01:00, 2024-08-06T08:30:00+01:00, 15.00,  0.015
 0.000, 2024-08-06T08:30:00+01:00, 2024-08-06T09:00:00+01:00, 15.00,  0.000
 0.000, 2024-08-06T09:00:00+01:00, 2024-08-06T09:30:00+01:00, 15.00,  0.000
 0.001, 2024-08-06T09:30:00+01:00, 2024-08-06T10:00:00+01:00, 15.00,  0.015
 0.004, 2024-08-06T10:00:00+01:00, 2024-08-06T10:30:00+01:00, 15.00,  0.060
 0.022, 2024-08-06T10:30:00+01:00, 2024-08-06T11:00:00+01:00, 15.00,  0.330
 0.004, 2024-08-06T11:00:00+01:00, 2024-08-06T11:30:00+01:00, 15.00,  0.060
 0.007, 2024-08-06T11:30:00+01:00, 2024-08-06T12:00:00+01:00, 15.00,  0.105
 0.004, 2024-08-06T12:00:00+01:00, 2024-08-06T12:30:00+01:00, 15.00,  0.060
 0.010, 2024-08-06T12:30:00+01:00, 2024-08-06T13:00:00+01:00, 15.00,  0.150
 0.604, 2024-08-06T13:00:00+01:00, 2024-08-06T13:30:00+01:00, 15.00,  9.060
 0.610, 2024-08-06T13:30:00+01:00, 2024-08-06T14:00:00+01:00, 15.00,  9.150
 0.621, 2024-08-06T14:00:00+01:00, 2024-08-06T14:30:00+01:00, 15.00,  9.315
 0.885, 2024-08-06T14:30:00+01:00, 2024-08-06T15:00:00+01:00, 15.00, 13.275
 1.509, 2024-08-06T15:00:00+01:00, 2024-08-06T15:30:00+01:00, 15.00, 22.635
 1.941, 2024-08-06T15:30:00+01:00, 2024-08-06T16:00:00+01:00, 15.00, 29.115
 1.268, 2024-08-06T16:00:00+01:00, 2024-08-06T16:30:00+01:00, 15.00, 19.020
 0.534, 2024-08-06T16:30:00+01:00, 2024-08-06T17:00:00+01:00, 15.00,  8.010
 0.589, 2024-08-06T17:00:00+01:00, 2024-08-06T17:30:00+01:00, 15.00,  8.835
 0.858, 2024-08-06T17:30:00+01:00, 2024-08-06T18:00:00+01:00, 15.00, 12.870
 0.575, 2024-08-06T18:00:00+01:00, 2024-08-06T18:30:00+01:00, 15.00,  8.625
 0.446, 2024-08-06T18:30:00+01:00, 2024-08-06T19:00:00+01:00, 15.00,  6.690
 0.110, 2024-08-06T19:00:00+01:00, 2024-08-06T19:30:00+01:00, 15.00,  1.650
 0.002, 2024-08-06T19:30:00+01:00, 2024-08-06T20:00:00+01:00, 15.00,  0.030
 0.001, 2024-08-06T20:00:00+01:00, 2024-08-06T20:30:00+01:00, 15.00,  0.015
 0.002, 2024-08-06T20:30:00+01:00, 2024-08-06T21:00:00+01:00, 15.00,  0.030
 0.003, 2024-08-06T21:00:00+01:00, 2024-08-06T21:30:00+01:00, 15.00,  0.045
 0.003, 2024-08-06T21:30:00+01:00, 2024-08-06T22:00:00+01:00, 15.00,  0.045
 0.002, 2024-08-06T22:00:00+01:00, 2024-08-06T22:30:00+01:00, 15.00,  0.030
 0.001, 2024-08-06T22:30:00+01:00, 2024-08-06T23:00:00+01:00, 15.00,  0.015
 0.003, 2024-08-06T23:00:00+01:00, 2024-08-06T23:30:00+01:00, 15.00,  0.045
 0.002, 2024-08-06T23:30:00+01:00, 2024-08-07T00:00:00+01:00, 15.00,  0.030
 0.001, 2024-08-07T00:00:00+01:00, 2024-08-07T00:30:00+01:00, 15.00,  0.015
 0.000, 2024-08-07T00:30:00+01:00, 2024-08-07T01:00:00+01:00, 15.00,  0.000
 0.000, 2024-08-07T01:00:00+01:00, 2024-08-07T01:30:00+01:00, 15.00,  0.000
 0.001, 2024-08-07T01:30:00+01:00, 2024-08-07T02:00:00+01:00, 15.00,  0.015
 0.000, 2024-08-07T02:00:00+01:00, 2024-08-07T02:30:00+01:00, 15.00,  0.000
