Consumption (kWh), Start, End, Price(p), Cost(p)
 0.294, 2024-03-02T02:00:00Z, 2024-03-02T02:30:00Z, 13.29,  3.907
 0.281, 2024-03-02T02:30:00Z, 2024-03-02T03:00:00Z, 12.60,  3.541
 0.245, 2024-03-02T03:00:00Z, 2024-03-02T03:30:00Z, 13.10,  3.210
 0.269, 2024-03-02T03:30:00Z, 2024-03-02T04:00:00Z, 12.56,  3.379
 0.263, 2024-03-02T04:00:00Z, 2024-03-02T04:30:00Z, 12.56,  3.303
 0.248, 2024-03-02T04:30:00Z, 2024-03-02T05:00:00Z, 12.25,  3.038
 2.548, 2024-03-02T05:00:00Z, 2024-03-02T05:30:00Z, 12.18, 31.035
 0.002, 2024-03-02T05:30:00Z, 2024-03-02T06:00:00Z, 12.56,  0.025
 1.872, 2024-03-02T06:00:00Z, 2024-03-02T06:30:00Z, 11.27, 21.097
 2.026, 2024-03-02T06:30:00Z, 2024-03-02T07:00:00Z, 10.08, 20.422
 0.001, 2024-03-02T07:00:00Z, 2024-03-02T07:30:00Z, 12.18,  0.012
 1.819, 2024-03-02T07:30:00Z, 2024-03-02T08:00:00Z, 11.38, 20.700
 1.241, 2024-03-02T08:00:00Z, 2024-03-02T08:30:00Z, 13.92, 17.275
 0.006, 2024-03-02T08:30:00Z, 2024-03-02T09:00:00Z, 15.35,  0.092
 0.001, 2024-03-02T09:00:00Z, 2024-03-02T09:30:00Z, 15.54,  0.016
 0.004, 2024-03-02T09:30:00Z, 2024-03-02T10:00:00Z, 15.54,  0.062
 0.009, 2024-03-02T10:00:00Z, 2024-03-02T10:30:00Z, 15.54,  0.140
 0.005, 2024-03-02T10:30:00Z, 2024-03-02T11:00:00Z, 15.12,  0.076
 0.005, 2024-03-02T11:00:00Z, 2024-03-02T11:30:00Z, 15.12,  0.076
 0.014, 2024-03-02T11:30:00Z, 2024-03-02T12:00:00Z, 14.78,  0.207
 0.018, 2024-03-02T12:00:00Z, 2024-03-02T12:30:00Z, 13.50,  0.243
 0.008, 2024-03-02T12:30:00Z, 2024-03-02T13:00:00Z, 13.71,  0.110
 0.006, 2024-03-02T13:00:00Z, 2024-03-02T13:30:00Z, 12.92,  0.078
 0.003, 2024-03-02T13:30:00Z, 2024-03-02T14:00:00Z, 12.56,  0.038
 0.004, 2024-03-02T14:00:00Z, 2024-03-02T14:30:00Z, 12.56,  0.050
 1.616, 2024-03-02T14:30:00Z, 2024-03-02T15:00:00Z, 10.50, 16.968
 0.005, 2024-03-02T15:00:00Z, 2024-03-02T15:30:00Z, 13.12,  0.066
 0.002, 2024-03-02T15:30:00Z, 2024-03-02T16:00:00Z, 12.81,  0.026
 0.000, 2024-03-02T16:00:00Z, 2024-03-02T16:30:00Z, 26.07,  0.000
 0.014, 2024-03-02T16:30:00Z, 2024-03-02T17:00:00Z, 28.17,  0.394
 0.003, 2024-03-02T17:00:00Z, 2024-03-02T17:30:00Z, 28.38,  0.085
 0.001, 2024-03-02T17:30:00Z, 2024-03-02T18:00:00Z, 30.06,  0.030
 0.001, 2024-03-02T18:00:00Z, 2024-03-02T18:30:00Z, 30.14,  0.030
 0.001, 2024-03-02T18:30:00Z, 2024-03-02T19:00:00Z, 29.64,  0.030
 0.001, 2024-03-02T19:00:00Z, 2024-03-02T19:30:00Z, 17.66,  0.018
 0.001, 2024-03-02T19:30:00Z, 2024-03-02T20:00:00Z, 15.27,  0.015
 0.001, 2024-03-02T20:00:00Z, 2024-03-02T20:30:00Z, 15.54,  0.016
 0.000, 2024-03-02T20:30:00Z, 2024-03-02T21:00:00Z, 13.08,  0.000
 0.001, 2024-03-02T21:00:00Z, 2024-03-02T21:30:00Z, 13.90,  0.014
 0.000, 2024-03-02T21:30:00Z, 2024-03-02T22:00:00Z, 14.34,  0.000
 0.003, 2024-03-02T22:00:00Z, 2024-03-02T22:30:00Z, 14.49,  0.043
 0.001, 2024-03-02T22:30:00Z, 2024-03-02T23:00:00Z, 14.07,  0.014
 0.002, 2024-03-02T23:00:00Z, 2024-03-02T23:30:00Z, 12.98,  0.026
 0.524, 2024-03-02T23:30:00Z, 2024-03-03T00:00:00Z, 11.68,  6.120
 0.705, 2024-03-03T00:00:00Z, 2024-03-03T00:30:00Z, 11.76,  8.291
 0.002, 2024-03-03T00:30:00Z, 2024-03-03T01:00:00Z, 14.28,  0.029
 0.001, 2024-03-03T01:00:00Z, 2024-03-03T01:30:00Z, 13.23,  0.013
 0.000, 2024-03-03T01:30:00Z, 2024-03-03T02:00:00Z, 12.60,  0.000
 0.003, 2024-03-03T02:00:00Z, 2024-03-03T02:30:00Z, 12.60,  0.038
 0.000, 2024-03-03T02:30:00Z, 2024-03-03T03:00:00Z, 12.60,  0.000
 0.001, 2024-03-03T03:00:00Z, 2024-03-03T03:30:00Z, 12.37,  0.012
 0.688, 2024-03-03T03:30:00Z, 2024-03-03T04:00:00Z, 12.01,  8.263
 0.001, 2024-03-03T04:00:00Z, 2024-03-03T04:30:00Z, 12.12,  0.012
 0.680, 2024-03-03T04:30:00Z, 2024-03-03T05:00:00Z, 11.99,  8.153
 0.689, 2024-03-03T05:00:00Z, 2024-03-03T05:30:00Z, 11.93,  8.220
 0.001, 2024-03-03T05:30:00Z, 2024-03-03T06:00:00Z, 12.37,  0.012
 0.000, 2024-03-03T06:00:00Z, 2024-03-03T06:30:00Z, 13.29,  0.000
 0.000, 2024-03-03T06:30:00Z, 2024-03-03T07:00:00Z, 14.07,  0.000
 0.001, 2024-03-03T07:00:00Z, 2024-03-03T07:30:00Z, 13.02,  0.013
 0.000, 2024-03-03T07:30:00Z, 2024-03-03T08:00:00Z, 13.96,  0.000
 0.001, 2024-03-03T08:00:00Z, 2024-03-03T08:30:00Z, 13.04,  0.013
 0.002, 2024-03-03T08:30:00Z, 2024-03-03T09:00:00Z, 14.70,  0.029
 0.007, 2024-03-03T09:00:00Z, 2024-03-03T09:30:00Z, 12.60,  0.088
 0.004, 2024-03-03T09:30:00Z, 2024-03-03T10:00:00Z, 12.60,  0.050
 0.010, 2024-03-03T10:00:00Z, 2024-03-03T10:30:00Z, 12.37,  0.124
 0.012, 2024-03-03T10:30:00Z, 2024-03-03T11:00:00Z, 13.12,  0.157
 0.249, 2024-03-03T11:00:00Z, 2024-03-03T11:30:00Z, 11.76,  2.928
 0.006, 2024-03-03T11:30:00Z, 2024-03-03T12:00:00Z, 13.36,  0.080
 0.003, 2024-03-03T12:00:00Z, 2024-03-03T12:30:00Z, 13.46,  0.040
 0.002, 2024-03-03T12:30:00Z, 2024-03-03T13:00:00Z, 13.65,  0.027
 0.002, 2024-03-03T13:00:00Z, 2024-03-03T13:30:00Z, 15.33,  0.031
 0.006, 2024-03-03T13:30:00Z, 2024-03-03T14:00:00Z, 14.20,  0.085
 0.010, 2024-03-03T14:00:00Z, 2024-03-03T14:30:00Z, 12.08,  0.121
 0.003, 2024-03-03T14:30:00Z, 2024-03-03T15:00:00Z, 13.12,  0.039
 0.005, 2024-03-03T15:00:00Z, 2024-03-03T15:30:00Z, 12.08,  0.060
 0.001, 2024-03-03T15:30:00Z, 2024-03-03T16:00:00Z, 12.60,  0.013
 0.001, 2024-03-03T16:00:00Z, 2024-03-03T16:30:00Z, 23.02,  0.023
 0.001, 2024-03-03T16:30:00Z, 2024-03-03T17:00:00Z, 27.96,  0.028
 0.002, 2024-03-03T17:00:00Z, 2024-03-03T17:30:00Z, 28.36,  0.057
 0.005, 2024-03-03T17:30:00Z, 2024-03-03T18:00:00Z, 30.50,  0.153
 0.005, 2024-03-03T18:00:00Z, 2024-03-03T18:30:00Z, 31.74,  0.159
 0.018, 2024-03-03T18:30:00Z, 2024-03-03T19:00:00Z, 31.28,  0.563
 0.017, 2024-03-03T19:00:00Z, 2024-03-03T19:30:00Z, 18.75,  0.319
 0.003, 2024-03-03T19:30:00Z, 2024-03-03T20:00:00Z, 16.28,  0.049
 0.001, 2024-03-03T20:00:00Z, 2024-03-03T20:30:00Z, 17.22,  0.017
 0.002, 2024-03-03T20:30:00Z, 2024-03-03T21:00:00Z, 14.11,  0.028
 0.001, 2024-03-03T21:00:00Z, 2024-03-03T21:30:00Z, 17.81,  0.018
 0.001, 2024-03-03T21:30:00Z, 2024-03-03T22:00:00Z, 14.18,  0.014
 0.001, 2024-03-03T22:00:00Z, 2024-03-03T22:30:00Z, 12.60,  0.013
 0.008, 2024-03-03T22:30:00Z, 2024-03-03T23:00:00Z, 11.77,  0.094
 0.000, 2024-03-03T23:00:00Z, 2024-03-03T23:30:00Z, 12.18,  0.000
 0.001, 2024-03-03T23:30:00Z, 2024-03-04T00:00:00Z, 12.18,  0.012
 1.388, 2024-03-04T00:00:00Z, 2024-03-04T00:30:00Z, 10.50, 14.574
 0.000, 2024-03-04T00:30:00Z, 2024-03-04T01:00:00Z, 12.77,  0.000
 0.000, 2024-03-04T01:00:00Z, 2024-03-04T01:30:00Z, 12.81,  0.000
 0.000, 2024-03-04T01:30:00Z, 2024-03-04T02:00:00Z, 12.10,  0.000
 1.435, 2024-03-04T02:00:00Z, 2024-03-04T02:30:00Z, 10.83, 15.541
 1.449, 2024-03-04T02:30:00Z, 2024-03-04T03:00:00Z, 10.50, 15.215
 0.000, 2024-03-04T03:00:00Z, 2024-03-04T03:30:00Z, 12.31,  0.000
 1.336, 2024-03-04T03:30:00Z, 2024-03-04T04:00:00Z, 11.86, 15.845
 0.000, 2024-03-04T04:00:00Z, 2024-03-04T04:30:00Z, 14.03,  0.000
 0.000, 2024-03-04T04:30:00Z, 2024-03-04T05:00:00Z, 12.39,  0.000
 0.000, 2024-03-04T05:00:00Z, 2024-03-04T05:30:00Z, 14.36,  0.000
 0.001, 2024-03-04T05:30:00Z, 2024-03-04T06:00:00Z, 14.70,  0.015
 0.000, 2024-03-04T06:00:00Z, 2024-03-04T06:30:00Z, 15.75,  0.000
 0.000, 2024-03-04T06:30:00Z, 2024-03-04T07:00:00Z, 17.09,  0.000
 0.005, 2024-03-04T07:00:00Z, 2024-03-04T07:30:00Z, 18.34,  0.092
 0.003, 2024-03-04T07:30:00Z, 2024-03-04T08:00:00Z, 19.24,  0.058
 0.005, 2024-03-04T08:00:00Z, 2024-03-04T08:30:00Z, 17.09,  0.085
 0.002, 2024-03-04T08:30:00Z, 2024-03-04T09:00:00Z, 16.93,  0.034
 0.001, 2024-03-04T09:00:00Z, 2024-03-04T09:30:00Z, 15.75,  0.016
 0.002, 2024-03-04T09:30:00Z, 2024-03-04T10:00:00Z, 13.65,  0.027
 0.013, 2024-03-04T10:00:00Z, 2024-03-04T10:30:00Z, 12.79,  0.166
 0.015, 2024-03-04T10:30:00Z, 2024-03-04T11:00:00Z, 12.18,  0.183
 0.013, 2024-03-04T11:00:00Z, 2024-03-04T11:30:00Z, 11.55,  0.150
 0.023, 2024-03-04T11:30:00Z, 2024-03-04T12:00:00Z, 10.50,  0.242
 0.010, 2024-03-04T12:00:00Z, 2024-03-04T12:30:00Z, 12.05,  0.120
 0.012, 2024-03-04T12:30:00Z, 2024-03-04T13:00:00Z, 10.50,  0.126
 0.005, 2024-03-04T13:00:00Z, 2024-03-04T13:30:00Z, 11.63,  0.058
 0.009, 2024-03-04T13:30:00Z, 2024-03-04T14:00:00Z, 10.50,  0.094
 0.014, 2024-03-04T14:00:00Z, 2024-03-04T14:30:00Z, 13.02,  0.182
 0.016, 2024-03-04T14:30:00Z, 2024-03-04T15:00:00Z, 11.55,  0.185
 0.012, 2024-03-04T15:00:00Z, 2024-03-04T15:30:00Z, 12.39,  0.149
 0.005, 2024-03-04T15:30:00Z, 2024-03-04T16:00:00Z, 12.96,  0.065
 0.005, 2024-03-04T16:00:00Z, 2024-03-04T16:30:00Z, 26.99,  0.135
 0.007, 2024-03-04T16:30:00Z, 2024-03-04T17:00:00Z, 26.70,  0.187
 0.001, 2024-03-04T17:00:00Z, 2024-03-04T17:30:00Z, 29.47,  0.029
 0.022, 2024-03-04T17:30:00Z, 2024-03-04T18:00:00Z, 29.85,  0.657
 0.001, 2024-03-04T18:00:00Z, 2024-03-04T18:30:00Z, 30.90,  0.031
 0.002, 2024-03-04T18:30:00Z, 2024-03-04T19:00:00Z, 28.74,  0.057
 0.002, 2024-03-04T19:00:00Z, 2024-03-04T19:30:00Z, 15.96,  0.032
 0.001, 2024-03-04T19:30:00Z, 2024-03-04T20:00:00Z, 13.65,  0.014
 0.000, 2024-03-04T20:00:00Z, 2024-03-04T20:30:00Z, 13.76,  0.000
 0.002, 2024-03-04T20:30:00Z, 2024-03-04T21:00:00Z, 14.03,  0.028
 0.000, 2024-03-04T21:00:00Z, 2024-03-04T21:30:00Z, 15.02,  0.000
 0.002, 2024-03-04T21:30:00Z, 2024-03-04T22:00:00Z, 13.63,  0.027
 0.002, 2024-03-04T22:00:00Z, 2024-03-04T22:30:00Z, 13.65,  0.027
 0.003, 2024-03-04T22:30:00Z, 2024-03-04T23:00:00Z, 10.63,  0.032
 0.003, 2024-03-04T23:00:00Z, 2024-03-04T23:30:00Z, 10.88,  0.033
 0.007, 2024-03-04T23:30:00Z, 2024-03-05T00:00:00Z,  9.85,  0.069
 2.636, 2024-03-05T00:00:00Z, 2024-03-05T00:30:00Z,  9.24, 24.357
 0.001, 2024-03-05T00:30:00Z, 2024-03-05T01:00:00Z, 12.60,  0.013
 0.003, 2024-03-05T01:00:00Z, 2024-03-05T01:30:00Z, 10.82,  0.032
 2.385, 2024-03-05T01:30:00Z, 2024-03-05T02:00:00Z, 10.64, 25.376
 0.001, 2024-03-05T02:00:00Z, 2024-03-05T02:30:00Z, 10.67,  0.011
 0.000, 2024-03-05T02:30:00Z, 2024-03-05T03:00:00Z, 10.75,  0.000
 2.409, 2024-03-05T03:00:00Z, 2024-03-05T03:30:00Z, 10.58, 25.487
 2.405, 2024-03-05T03:30:00Z, 2024-03-05T04:00:00Z, 10.50, 25.253
 0.000, 2024-03-05T04:00:00Z, 2024-03-05T04:30:00Z, 11.82,  0.000
 0.001, 2024-03-05T04:30:00Z, 2024-03-05T05:00:00Z, 11.55,  0.012
 0.001, 2024-03-05T05:00:00Z, 2024-03-05T05:30:00Z, 13.23,  0.013
 0.002, 2024-03-05T05:30:00Z, 2024-03-05T06:00:00Z, 13.27,  0.027
 0.001, 2024-03-05T06:00:00Z, 2024-03-05T06:30:00Z, 14.54,  0.015
 0.001, 2024-03-05T06:30:00Z, 2024-03-05T07:00:00Z, 13.86,  0.014
 0.001, 2024-03-05T07:00:00Z, 2024-03-05T07:30:00Z, 13.27,  0.013
 0.001, 2024-03-05T07:30:00Z, 2024-03-05T08:00:00Z, 14.91,  0.015
 0.000, 2024-03-05T08:00:00Z, 2024-03-05T08:30:00Z, 14.74,  0.000
 0.004, 2024-03-05T08:30:00Z, 2024-03-05T09:00:00Z, 15.27,  0.061
 0.004, 2024-03-05T09:00:00Z, 2024-03-05T09:30:00Z, 15.96,  0.064
 0.006, 2024-03-05T09:30:00Z, 2024-03-05T10:00:00Z, 13.82,  0.083
 0.005, 2024-03-05T10:00:00Z, 2024-03-05T10:30:00Z, 13.27,  0.066
 0.008, 2024-03-05T10:30:00Z, 2024-03-05T11:00:00Z, 13.27,  0.106
 0.008, 2024-03-05T11:00:00Z, 2024-03-05T11:30:00Z, 12.31,  0.098
 0.009, 2024-03-05T11:30:00Z, 2024-03-05T12:00:00Z, 13.27,  0.119
 0.012, 2024-03-05T12:00:00Z, 2024-03-05T12:30:00Z, 13.27,  0.159
 0.012, 2024-03-05T12:30:00Z, 2024-03-05T13:00:00Z, 13.27,  0.159
 0.012, 2024-03-05T13:00:00Z, 2024-03-05T13:30:00Z, 13.27,  0.159
 0.009, 2024-03-05T13:30:00Z, 2024-03-05T14:00:00Z, 13.27,  0.119
 0.001, 2024-03-05T14:00:00Z, 2024-03-05T14:30:00Z, 14.28,  0.014
 0.005, 2024-03-05T14:30:00Z, 2024-03-05T15:00:00Z, 14.28,  0.071
 0.000, 2024-03-05T15:00:00Z, 2024-03-05T15:30:00Z, 13.48,  0.000
 0.000, 2024-03-05T15:30:00Z, 2024-03-05T16:00:00Z, 13.63,  0.000
 0.000, 2024-03-05T16:00:00Z, 2024-03-05T16:30:00Z, 26.60,  0.000
 0.010, 2024-03-05T16:30:00Z, 2024-03-05T17:00:00Z, 29.54,  0.295
 0.007, 2024-03-05T17:00:00Z, 2024-03-05T17:30:00Z, 30.54,  0.214
 0.004, 2024-03-05T17:30:00Z, 2024-03-05T18:00:00Z, 31.66,  0.127
 0.002, 2024-03-05T18:00:00Z, 2024-03-05T18:30:00Z, 34.05,  0.068
 0.003, 2024-03-05T18:30:00Z, 2024-03-05T19:00:00Z, 33.42,  0.100
 0.001, 2024-03-05T19:00:00Z, 2024-03-05T19:30:00Z, 18.94,  0.019
 0.001, 2024-03-05T19:30:00Z, 2024-03-05T20:00:00Z, 17.45,  0.017
 0.002, 2024-03-05T20:00:00Z, 2024-03-05T20:30:00Z, 16.70,  0.033
 0.002, 2024-03-05T20:30:00Z, 2024-03-05T21:00:00Z, 14.70,  0.029
 0.002, 2024-03-05T21:00:00Z, 2024-03-05T21:30:00Z, 16.36,  0.033
 0.001, 2024-03-05T21:30:00Z, 2024-03-05T22:00:00Z, 14.45,  0.014
 0.001, 2024-03-05T22:00:00Z, 2024-03-05T22:30:00Z, 13.27,  0.013
 0.008, 2024-03-05T22:30:00Z, 2024-03-05T23:00:00Z, 12.68,  0.101
 0.000, 2024-03-05T23:00:00Z, 2024-03-05T23:30:00Z, 13.73,  0.000
 0.001, 2024-03-05T23:30:00Z, 2024-03-06T00:00:00Z, 13.44,  0.013
 1.968, 2024-03-06T00:00:00Z, 2024-03-06T00:30:00Z, 12.60, 24.797
 0.002, 2024-03-06T00:30:00Z, 2024-03-06T01:00:00Z, 13.61,  0.027
 0.001, 2024-03-06T01:00:00Z, 2024-03-06T01:30:00Z, 13.65,  0.014
 2.096, 2024-03-06T01:30:00Z, 2024-03-06T02:00:00Z, 12.60, 26.410
 0.000, 2024-03-06T02:00:00Z, 2024-03-06T02:30:00Z, 13.21,  0.000
 2.043, 2024-03-06T02:30:00Z, 2024-03-06T03:00:00Z, 12.81, 26.171
 0.000, 2024-03-06T03:00:00Z, 2024-03-06T03:30:00Z, 12.83,  0.000
 2.065, 2024-03-06T03:30:00Z, 2024-03-06T04:00:00Z, 12.54, 25.895
 0.001, 2024-03-06T04:00:00Z, 2024-03-06T04:30:00Z, 13.23,  0.013
 0.000, 2024-03-06T04:30:00Z, 2024-03-06T05:00:00Z, 13.02,  0.000
 0.001, 2024-03-06T05:00:00Z, 2024-03-06T05:30:00Z, 15.22,  0.015
 0.001, 2024-03-06T05:30:00Z, 2024-03-06T06:00:00Z, 14.83,  0.015
 0.001, 2024-03-06T06:00:00Z, 2024-03-06T06:30:00Z, 17.98,  0.018
 0.000, 2024-03-06T06:30:00Z, 2024-03-06T07:00:00Z, 19.82,  0.000
 0.001, 2024-03-06T07:00:00Z, 2024-03-06T07:30:00Z, 18.52,  0.019
 0.001, 2024-03-06T07:30:00Z, 2024-03-06T08:00:00Z, 19.82,  0.020
 0.000, 2024-03-06T08:00:00Z, 2024-03-06T08:30:00Z, 16.34,  0.000
 0.004, 2024-03-06T08:30:00Z, 2024-03-06T09:00:00Z, 16.38,  0.066
 0.004, 2024-03-06T09:00:00Z, 2024-03-06T09:30:00Z, 15.20,  0.061
 0.004, 2024-03-06T09:30:00Z, 2024-03-06T10:00:00Z, 14.62,  0.058
 0.004, 2024-03-06T10:00:00Z, 2024-03-06T10:30:00Z, 13.73,  0.055
 0.005, 2024-03-06T10:30:00Z, 2024-03-06T11:00:00Z, 12.87,  0.064
 0.015, 2024-03-06T11:00:00Z, 2024-03-06T11:30:00Z, 13.21,  0.198
 0.018, 2024-03-06T11:30:00Z, 2024-03-06T12:00:00Z, 13.02,  0.234
 0.018, 2024-03-06T12:00:00Z, 2024-03-06T12:30:00Z, 13.25,  0.238
 0.001, 2024-03-06T12:30:00Z, 2024-03-06T13:00:00Z, 12.39,  0.012
 0.000, 2024-03-06T13:00:00Z, 2024-03-06T13:30:00Z, 13.23,  0.000
 0.000, 2024-03-06T13:30:00Z, 2024-03-06T14:00:00Z, 12.18,  0.000
 0.000, 2024-03-06T14:00:00Z, 2024-03-06T14:30:00Z, 13.59,  0.000
 0.000, 2024-03-06T14:30:00Z, 2024-03-06T15:00:00Z, 13.21,  0.000
 0.000, 2024-03-06T15:00:00Z, 2024-03-06T15:30:00Z, 13.73,  0.000
 0.000, 2024-03-06T15:30:00Z, 2024-03-06T16:00:00Z, 14.60,  0.000
 0.000, 2024-03-06T16:00:00Z, 2024-03-06T16:30:00Z, 26.43,  0.000
 0.000, 2024-03-06T16:30:00Z, 2024-03-06T17:00:00Z, 28.90,  0.000
 0.002, 2024-03-06T17:00:00Z, 2024-03-06T17:30:00Z, 33.21,  0.066
 0.001, 2024-03-06T17:30:00Z, 2024-03-06T18:00:00Z, 33.84,  0.034
 0.001, 2024-03-06T18:00:00Z, 2024-03-06T18:30:00Z, 32.66,  0.033
 0.001, 2024-03-06T18:30:00Z, 2024-03-06T19:00:00Z, 32.50,  0.033
 0.003, 2024-03-06T19:00:00Z, 2024-03-06T19:30:00Z, 17.85,  0.054
 0.000, 2024-03-06T19:30:00Z, 2024-03-06T20:00:00Z, 16.80,  0.000
 0.002, 2024-03-06T20:00:00Z, 2024-03-06T20:30:00Z, 14.87,  0.030
 0.001, 2024-03-06T20:30:00Z, 2024-03-06T21:00:00Z, 14.28,  0.014
 0.002, 2024-03-06T21:00:00Z, 2024-03-06T21:30:00Z, 15.12,  0.030
 0.001, 2024-03-06T21:30:00Z, 2024-03-06T22:00:00Z, 14.28,  0.014
 0.002, 2024-03-06T22:00:00Z, 2024-03-06T22:30:00Z, 13.73,  0.027
 0.007, 2024-03-06T22:30:00Z, 2024-03-06T23:00:00Z, 12.60,  0.088
 0.001, 2024-03-06T23:00:00Z, 2024-03-06T23:30:00Z, 12.60,  0.013
 0.000, 2024-03-06T23:30:00Z, 2024-03-07T00:00:00Z, 13.02,  0.000
 0.336, 2024-03-07T00:00:00Z, 2024-03-07T00:30:00Z, 12.22,  4.106
 0.001, 2024-03-07T00:30:00Z, 2024-03-07T01:00:00Z, 13.25,  0.013
 0.336, 2024-03-07T01:00:00Z, 2024-03-07T01:30:00Z, 13.02,  4.375
 0.000, 2024-03-07T01:30:00Z, 2024-03-07T02:00:00Z, 13.10,  0.000
 0.002, 2024-03-07T02:00:00Z, 2024-03-07T02:30:00Z, 13.02,  0.026
 0.000, 2024-03-07T02:30:00Z, 2024-03-07T03:00:00Z, 13.02,  0.000
 0.001, 2024-03-07T03:00:00Z, 2024-03-07T03:30:00Z, 13.02,  0.013
 0.312, 2024-03-07T03:30:00Z, 2024-03-07T04:00:00Z, 12.60,  3.931
 0.000, 2024-03-07T04:00:00Z, 2024-03-07T04:30:00Z, 13.02,  0.000
 0.311, 2024-03-07T04:30:00Z, 2024-03-07T05:00:00Z, 12.08,  3.757
 0.001, 2024-03-07T05:00:00Z, 2024-03-07T05:30:00Z, 15.46,  0.015
 0.000, 2024-03-07T05:30:00Z, 2024-03-07T06:00:00Z, 14.62,  0.000
 0.000, 2024-03-07T06:00:00Z, 2024-03-07T06:30:00Z, 17.64,  0.000
 0.000, 2024-03-07T06:30:00Z, 2024-03-07T07:00:00Z, 18.73,  0.000
 0.001, 2024-03-07T07:00:00Z, 2024-03-07T07:30:00Z, 16.17,  0.016
 0.003, 2024-03-07T07:30:00Z, 2024-03-07T08:00:00Z, 18.27,  0.055
 0.003, 2024-03-07T08:00:00Z, 2024-03-07T08:30:00Z, 16.82,  0.050
 0.002, 2024-03-07T08:30:00Z, 2024-03-07T09:00:00Z, 16.73,  0.033
 0.004, 2024-03-07T09:00:00Z, 2024-03-07T09:30:00Z, 14.49,  0.058
 0.006, 2024-03-07T09:30:00Z, 2024-03-07T10:00:00Z, 13.02,  0.078
 0.001, 2024-03-07T10:00:00Z, 2024-03-07T10:30:00Z, 12.38,  0.012
 0.004, 2024-03-07T10:30:00Z, 2024-03-07T11:00:00Z, 11.78,  0.047
 0.313, 2024-03-07T11:00:00Z, 2024-03-07T11:30:00Z, 11.34,  3.549
 0.001, 2024-03-07T11:30:00Z, 2024-03-07T12:00:00Z, 12.12,  0.012
 0.001, 2024-03-07T12:00:00Z, 2024-03-07T12:30:00Z, 12.18,  0.012
 0.000, 2024-03-07T12:30:00Z, 2024-03-07T13:00:00Z, 11.55,  0.000
 0.000, 2024-03-07T13:00:00Z, 2024-03-07T13:30:00Z, 12.41,  0.000
 0.001, 2024-03-07T13:30:00Z, 2024-03-07T14:00:00Z, 12.39,  0.012
 0.003, 2024-03-07T14:00:00Z, 2024-03-07T14:30:00Z, 11.97,  0.036
 0.002, 2024-03-07T14:30:00Z, 2024-03-07T15:00:00Z, 10.95,  0.022
 0.001, 2024-03-07T15:00:00Z, 2024-03-07T15:30:00Z, 13.02,  0.013
 0.001, 2024-03-07T15:30:00Z, 2024-03-07T16:00:00Z, 13.02,  0.013
 0.000, 2024-03-07T16:00:00Z, 2024-03-07T16:30:00Z, 25.50,  0.000
 0.001, 2024-03-07T16:30:00Z, 2024-03-07T17:00:00Z, 27.96,  0.028
 0.011, 2024-03-07T17:00:00Z, 2024-03-07T17:30:00Z, 30.27,  0.333
 0.018, 2024-03-07T17:30:00Z, 2024-03-07T18:00:00Z, 30.90,  0.556
 0.001, 2024-03-07T18:00:00Z, 2024-03-07T18:30:00Z, 29.64,  0.030
 0.003, 2024-03-07T18:30:00Z, 2024-03-07T19:00:00Z, 29.32,  0.088
 0.002, 2024-03-07T19:00:00Z, 2024-03-07T19:30:00Z, 15.67,  0.031
 0.001, 2024-03-07T19:30:00Z, 2024-03-07T20:00:00Z, 14.91,  0.015
 0.001, 2024-03-07T20:00:00Z, 2024-03-07T20:30:00Z, 14.43,  0.014
 0.001, 2024-03-07T20:30:00Z, 2024-03-07T21:00:00Z, 14.18,  0.014
 0.002, 2024-03-07T21:00:00Z, 2024-03-07T21:30:00Z, 14.70,  0.029
 0.001, 2024-03-07T21:30:00Z, 2024-03-07T22:00:00Z, 13.43,  0.013
 0.001, 2024-03-07T22:00:00Z, 2024-03-07T22:30:00Z, 14.43,  0.014
 1.617, 2024-03-07T22:30:00Z, 2024-03-07T23:00:00Z, 12.04, 19.469
 0.000, 2024-03-07T23:00:00Z, 2024-03-07T23:30:00Z, 12.60,  0.000
 0.000, 2024-03-07T23:30:00Z, 2024-03-08T00:00:00Z, 12.60,  0.000
 0.011, 2024-03-08T00:00:00Z, 2024-03-08T00:30:00Z, 12.37,  0.136
 0.000, 2024-03-08T00:30:00Z, 2024-03-08T01:00:00Z, 13.65,  0.000
 0.001, 2024-03-08T01:00:00Z, 2024-03-08T01:30:00Z, 13.15,  0.013
 0.001, 2024-03-08T01:30:00Z, 2024-03-08T02:00:00Z, 12.31,  0.012
 0.329, 2024-03-08T02:00:00Z, 2024-03-08T02:30:00Z, 12.24,  4.027
 0.337, 2024-03-08T02:30:00Z, 2024-03-08T03:00:00Z, 12.05,  4.061
 0.000, 2024-03-08T03:00:00Z, 2024-03-08T03:30:00Z, 12.60,  0.000
 0.316, 2024-03-08T03:30:00Z, 2024-03-08T04:00:00Z, 12.01,  3.795
 0.000, 2024-03-08T04:00:00Z, 2024-03-08T04:30:00Z, 13.34,  0.000
 0.315, 2024-03-08T04:30:00Z, 2024-03-08T05:00:00Z, 12.18,  3.837
 0.103, 2024-03-08T05:00:00Z, 2024-03-08T05:30:00Z, 14.11,  1.453
 0.252, 2024-03-08T05:30:00Z, 2024-03-08T06:00:00Z, 15.22,  3.835
 0.275, 2024-03-08T06:00:00Z, 2024-03-08T06:30:00Z, 15.18,  4.174
